content,sentiment
We're home now,angry
ima go to sleep now. good night. dnt let the bed bugs bite. haha.,happy
@BBismyBB aww...you're such a softy...I can only imagine you a mess of tears at your own wedding...you won't even be able to talk,neutral
hanging out with the goddaughters,neutral
Beautiful Day..takn it down twitters  tell ALL mothers Happy Mothers Day,happy
"@TheBeast32 oh okay cool, i love the fast and the furious can't wait to see the new one",happy
Just sittin here waitin for my coffee to be full grown on farm town before going to bed,angry
Studying like crazy in hopes of acing all of my exams!!!!!,happy
"@faeriegal713 Yep, finished, chocked full of spelling and grammatical errors, but I'm cleaning it up tomorrow and popping it up  hehe",happy
@shadowsinstone And I'm listening.,angry
"#web20 -- a good metaphor in democratic process: Truth is better served, not by transparency --  but by the opaqueness of private 'Vote'",neutral
@whitsundays lol! l love your tweets! Keep them coming,happy
@divinediva1 Norwood house party haaaaaa... Yaaaaaaay (smiles),happy
"@butterflykate Crap, I said the 'V' word....",neutral
happy mothers' day to all your moms!,happy
@poopiesanchez in clearwater,neutral
"watching men n blk 2, wishin all the mums happy mother's day",happy
i can't believe my little brother is married...,surprise
I win? You now must call,happy
@DaveStyles Haahaha omg.. dude I read that and almost choked.. haha thanks,surprise
"Well friends we just got in and it has been a long day, hope all is going good &amp; every one is happy. All our love Night nite",happy
Going to Newtown soon. (Y),happy
just finished dinner - it was yummy,happy
oh how i love texting my drunk friends  hahahaha,happy
@McCainBlogette Pretty sure you are hero status... You rock my socks Ms McCain.,neutral
"Limo Rides into the City for Dinner, Cruises on the Harbour, Makeovers &amp; Foot/Back Massages *yay* .. hope the fellas can get some of that",happy
"butterfly fly away- miley ray  , oh &amp; happy mothers day &lt;3 love u mami.",happy
Chillin.. Uploadinng The Videos I Took On [MySpace].  The Showw Was Awesomme!,happy
"My industrial is repierced, and I made a cute little friend",happy
"I have a crush on this guy at my job, name is tyler and his eyes are blue and very mesmerizing and he is too cool. Nite",angry
hahaha yay emily i m cool  @emilystack,happy
I find this tune to be very sexy. Smooth... have a lovely day  ? http://blip.fm/~5yzb6,happy
VAST concert tomarrow night!!!!,surprise
i'm staying up to watch it,angry
@lmpotter You're very welcome,happy
@limeice obviously it wasnt coz u werent there  pc fixed?,neutral
sweet spice girls sing along w good friends,happy
@zanelle your welcome,neutral
"@David_Kaufer You cant argue w/them, as they actually have zero things to complain about so they make stuff up",neutral
Goodnight peoples!,happy
tried  to sleep but i cant bout 2 call tisha,angry
@brabakr @Elikapeka @BeachMomOf2 Oh Duh....I see that now .....thank you....,surprise
"went on a ride to tortilla flats this morning with @wookiesgirl, a little warm, but a nice ride none the less",happy
is a sleepyhead. looking forward to tomorrow. i love his family.,happy
@SarrahRae HAHAH you know you loved the hannah montana movie  it was aweesome,happy
"strongly agrees with Jason about Wolverine, but not about Hugh Jackman.  Sorry. No kids for this Mouse.",sad
Happy Mother's Day Mom! I love You!,happy
@wonderdra IT SHALL BE MINE!! IT SHALL... BE MINE!!! *raises eyebrows*,angry
"@peteypinata as a nj native, i thank u",happy
@mattcutts - Try this one  @deltaairlines,neutral
"@kristenstewart9 WOW, I can't believe u reached the Facebook limit for # of friends! Crazy!!",happy
Twitter is useful in that it reminds people what they forgot to ask me about on a given day. It is also excellent for inspiration,happy
@gregxgore Make her something. Buying something is too impersonal. She's your mom!,happy
"Just wanted to say, positivity is doin me good! Change it up! Won't regret it... Forsure..",angry
"@peebilicious and @emnguyens: Aww, thank you!  I love you girls&lt;333333",happy
iced coffee and vanilla ice cream UBER SICK MIX,happy
Happy Mother's Day mommy and grandma haha  ily,neutral
"Done at Disneyland, kid's knocked out, stopped by the hotel bar and grabbed a grey goose &amp; tonic on the way up...peace",happy
says Happy Mother's Day!  http://plurk.com/p/suqsg,happy
@DawnRichard beautiful inside and out kids like you and que.. ILY guyz  wish i could have met you while you are here in houston...,happy
happy mother's day to all the moms out there. i hope i never join that crowd,happy
i'm tired but i'm in a good moood,happy
"talkshow with Larry, then Cage?",neutral
"Emergency Radio for iPhone is awesome, listening to Johnson County Sheriffs live scanner stream",neutral
Goin to bed... Finally. So sleepy! *Happy mothers day!*,happy
@dorzki you right  *feel,neutral
@SECURITYJ No problem! Look forward to your next tweet.,neutral
"@darkgracie nice song, where did it come from ?",happy
I just received a mothers day card from my lovely daughter wishing my a happy mothers day  http://tr.im/kWK9,happy
@helloheartbreak Thanks bb.,happy
Happy Mother's Day.,happy
wow I just had a two hour conversation with someone on omegle. it was amazing,happy
@rogergzz es imposible no amar starbucks,surprise
@shaktijs http://twitpic.com/4wkym - Looks Yummy...I can haz smal pies pleess??,happy
first time,neutral
"@Meylanie what about the dilfs? Oh wait, wrong month....HAPPY MOTHERS DAY",happy
Had a fantastic day at the beach. Thanks friends  xoxo.,happy
Going home. Hope one of you out there saw the play.,happy
@ericludzenski GILF = grandmother.,neutral
Happy mother's day to all the moms,happy
Yes man was good,neutral
@arcadecore you wish,neutral
Happy Mother's Day to all the mommys out there,happy
@whoaaitskristi OMG THAT'S AWESOME. this is the first time ever i'm not seeing it the day it comes out. Demi is taking over my day. haha,happy
Happy Mothers Day! ..ok..seriously..good night,happy
cannot sleep i'm SUPER DUPER DUPER excited pour la PARIS.  the love city.,happy
"@FeFa1 hola chica! hopefully ur on your third dream by now. ur cake looks wonderful, ur mami will &lt;3 it",happy
Good morning &amp; a very happy mothers day to all those lovely moms across the pond,happy
@citycynic Sounds good to me! No more cleaning cynics orders. Haha. Good night. Talk tomorrow.,happy
@nkotbworshiper me too... it goes to my phone so all night long sometimes my phone is blowing up... so nice to wake up to!,happy
@JonathanRKnight Aww thanks jon that's very thoughtful...u know how to make the ladies feel special,happy
taking requests for nkkairplay,neutral
@NathanFillion Where DO you get all those wonderful toys?,surprise
@vautrin tis' cool..I still stand by my former proclamation! I'm just stubborn that way! #rebellioustwitwhoknowsacoolcatcook lol,sad
break from packing. watching the office  Pam: &quot;I had just woken up. I didn't look cute. That's how I knew he meant it.&quot;,happy
"@nettagyrl Thanks, it's just too good for TV, simple as that.  #dollhouse",happy
"@saraeatscake made me want taco bell, damn you sara! oh well now i'm going to go change into my jammies now.",happy
@NicciSnail I'll most definitely write about it! I look forward to your article on RE5 (if you do write about it) It should be fun.,happy
is about to go buy his mother a mother's day gift,happy
@xXJess017Xx thats great babe!! congrats!!,surprise
"ONE MO TIME BECUZ @AmazingSha HASNT SEEN IT YET!!! AND SHES SOO DAMN COOL, ILL POST IT JUST 4 HER  http://bbltwt.com/0mqko",angry
I love my Maitu. N she loves me. Happy mothers day mama!,happy
akissforjersey is amazing&lt;3 sooo soothing.,happy
@Noa_Adamsky Good morning to you and thanks for following me! Cheers!,neutral
@rochelline http://twitpic.com/4wl5b - she is just adorable,happy
@sentimentalizzy You know we do!,neutral
11:11 I made a wish,neutral
off to bed I go..have a great Mom's Day all you moms!,happy
@JennLovesM5 @TDLQ awwwww i'm such a scifi geek and StarWars is the TEN COMMANDMENTS for us geeks!!,neutral
"@justjr  Blushing, blushing &amp; once again blushing!",neutral
Is feelin right rite now,neutral
@cawineblog everything counts  what are you drinking?,neutral
Christian doesn't have a Twitter...But he has a cell phone  Hahah..I'm bored.,angry
Pulled out the breakfast sausage for Mothers Day. Hopefully the baby sleeps in,happy
happy mothers day..,neutral
Its 11:11,neutral
Just got home i love stake and shake milkshakes,sad
@amberchase ~ We voted! You have 760 now.,happy
Good days with good friends make me not regret living,happy
Shopping day.. headin to central chidlom and siam,happy
freedom,happy
@mikexjeezxx I think I've heard of that song. I'll listen to it tomorrow.,happy
"@Aubergine006 I still have plenty of food left here! Thanks for coming over, I can't wait to see how the pictures came out",happy
@FanInfo Absolutely! Just have a good backup for Romo for December.,happy
happy mother's day to all thee mamas out there!,happy
@kevinpollak  We forgive you and we have missed you!,sad
"@jenstier Ooooh, that's very pretty Jen! I'm sure she'll love it!",happy
@yaeljk K will check it out...,neutral
Watching jackass the movie  http://twitpic.com/4wlgi,neutral
"Mom, where ever you are; Happy Mothers day",happy
EFF THAT NOISE!,angry
@_Freya Good Night,neutral
"Watched Adaptation, Interiors, and The Women (1939). All in all, good movie night. Breakfast with dad and kelley in the morning",happy
"@kixsal The Star Trek in IMAX wasn't in 3D, but it was huge on the screen.  Still worth watching.",sad
11:11 pm Perrrfect universal alignment.    &lt;33,happy
Your the supporter  its totally up to you,happy
That was crap.,angry
Watching cartoons.....,neutral
Im so done defending him. Im going to bed and im gonna give my mom a happy mothers day.  at least ill try.,sad
Hanging with @lacedwithvenom for the weekend,neutral
Just got done turning in my pre-final project for my computer animation class. Final is due on Tues. Only 2 more classes or 6 more weeks.,happy
@i420TRUE THANKUS,happy
@phaoloo Thank you so much phaoloo !!!!,happy
@MattCundill Haha! At the Somerset theatre in Ottawa. I remember that well. The more things change the more they stay the same,surprise
Great find @NicciSnail  http://amanita-design.net/samorost-1/,happy
No matter what I ALWAYS find out the truth.,happy
Borat was so less gay  http://bit.ly/iZkab,neutral
life's good,happy
is off,neutral
HAPPY MOTHERS DAY TO ALL YOU MOMS!!!!!,happy
Had a lovely day with mama cuppy,angry
@chris_ryall What if I thought I was a Star Trek person but I wasn't all that crazy about the new movie?,neutral
"@HungryGirl That's too bad, the movie's really pretty good.  We weren't scared away even by the people in costume.",happy
"@drhorrible http://twitpic.com/4w8ja - aw you guys all look adorable, but Felicia you look a little demonic...",angry
"@DavidYoumans Happy Birthday, David",neutral
@tiffany_celeste  finally some sleep in silence,happy
"@fiercemichi, love your background, I just might have to copy it",happy
I think the sun and the moon are God's way of reminding us that he's always watching over us.,neutral
TODAY WAS SOO FUN!!  happy bday chrissy &lt;3,happy
@KellyContant (votes) sadly no.. but did you vote for my log yet?  I'm gonna vote for yours,neutral
@SJSharksfan haha i agree ! i am her test dummy. i just go in and say &quot;do whatever you want&quot; and i always love it.  she is magic!,happy
@brabakr   ...Thank you Mr. President!....,sad
i'm just sooo in love....i think,happy
@JordsCajunCutie Tell him where...,neutral
IT'S MOTHER'S DAY,happy
"@mastersunshine You're welcome, of course!",neutral
we'll be visiting my grandparents later. BTW i just heard katy perry's HOOK UP whew so cool i love it more than k.clarkson's version,neutral
"@hanabobana mb I'll try to do it once I'm back down at the end of the summer! Well, have fun with the movie, I'm off to watch Lost myself",neutral
happy mum's day! i kinduhh have a major crush on alex johnson from the cab,happy
What better way to spoil mum than to let her kick back and relax over a nice meal and a bottle of her favorite wine? Our wine was a red,happy
@megdia tweet often and it'll draw followers to you,angry
Mothers day in 45 minutes west coast time.  Happy Mothers Day to all the mothers out there,surprise
Do you wanna talk,angry
just got home. went to totoro cafe (finally) for the first time ever. i liked it! what a colorful place. such a happy atmosphere,happy
Eating.,neutral
"@linnraz home for 4 months  or less. depending on how fast i get bored, hahs.",happy
"@nowoo are you giving up on me  oh well. It's not the counting, it's the math and the weighting (or lack of) that doesn't make sense.",neutral
Planning tomorrow's special breakfast Ima cook for mom  she's gona get so happy,angry
legs are still numb from journey to atlantis+coldness... buttt it was an awesome day,happy
@dharshana anytime,neutral
"AHHH - Whatchu talkinï¿½ baby?  HAHAHA I canï¿½t believe youu:O heh, actually I can. Life is worth taking risks... http://tumblr.com/xs81qy54s",happy
@PhillyD I love your show! I've subscribed and following your tweets. Can't wait to see more,happy
at tokyo table,neutral
"@lynne08 okie,thanks ill check it out",angry
...normal hours to give any interested twitter friends a glimpse into a topic near and dear to us.,neutral
"@JaimeMcKnight YAY!!!!   I have Mark issues, too...you'll find I have A LOT of issues.   lmao",happy
Two fantastic shows in a row,happy
@notlikemedicine Nice! That sounds great! Let me know when and where.,happy
@kyeungbum going to sleep? why so early? Good night!,surprise
"@wstmjonathan cool, so if you could help make that happen, &amp; make sure it happens at least once in houston, that'd be great. k? thanks.",happy
"@YoScottie Btw, I smile everytime I see ur smiling face on ur profile here. &quot;Grins&quot;  Damn ur cute.",happy
Might be in the middle of a perfect weekend...,neutral
Wishing everyone a Happy Mother's Day.  xoxo,happy
I'm one tough momma. Put together a swing set for Tammy allll by myself today!  My hubby would be so proud of me. :],happy
@hellosawah DANG i want to be on the beach late at night. that's the best. the sound of waves and the breeze!!hope you are well!,neutral
bye daddy!! see you on tuesday,sad
At myhouse with the girls tonight,happy
"@Tidus Yes, you make me want to be a better person, think I mentioned it before, will continue to do so. I'm still EVIL tho!",happy
@Elizabeth_N - me too!! I don't want to ooze while speaking either!  (why do I have lame jokes about wiping social media off my shoe? lol),neutral
"listening to MCR, watching DVD's, chocolate hehe  awesome",happy
Happy Mothers Day!  Love your Mom...,angry
posted a few pics of my college on my myspace www.myspace.com/katieheidie,happy
@yellowpeel The sight of it made my afternoon,neutral
OMG.. THIS ONE??? YESSSSS love this Danny song,surprise
@ddlovato My mum loved the Camp Rock mothers day card I gave her. I knew she would. Happy Mothers Day from New Zealand! Haha ILY lots  xx,happy
@lolove and i got hello kitty tattoos!  she's a ballerina and i'm a ladybug,angry
@Britneyspears : For the Record is still the saddest thing to watch. &quot;I'm gonna go through life like the karate kid&quot;...and so am I.,sad
@akarra if you weren't &quot;picky&quot; (=precise) i might not find you as interesting to talk to,happy
@stevepizzati Go to Campos on Missendon Road in Newtown. Ask for Ben. And discover how great coffee can be,neutral
"@justlikeanovel If you keep trying, you'll get it right the last time.",neutral
Semi-intoxicated Tweet,angry
"@Smoo409 oh my gosh, loved it!",happy
@xjam13x LOL. Wow. That's good.  Haha I still can't believe it's mother's day.,happy
"Damn these nig*s is all on me, but they won't get this...&quot;Not without a check!&quot; LMFAO",neutral
@contrarygirl Hoooray!  I'm hooked already,happy
"home! day scale from one to ten is an 8  damn i feel old compare to him, haha so cute.",angry
@jovenatheart Great!,happy
Well goodnight all my twitter bugs sleep well,happy
"@stompthewalrus oh ok  good ... now i will jump for joy! M, you just made my day",happy
An extra night in pasadena with sergi baby cuz i 'missed' my train to riverside,angry
Happy Mothers Day  Breakfast With The Fam &lt;33,happy
"Whatever you're thankful for in life, make sure you are most thankful to your mother. Happy Mother's Day to all you mothers.",happy
"i love my babe so much, he really means a lot to me",happy
@matheusmr sejaaaaa beeeem vindo meu anjo,neutral
@questlove  ok just between U and me  and all of  our  followers on twitter what do U really think of @jimmyfallon ? lol,surprise
"What I Meant to Say: At Yardhouse, Waikiki. @lilredbow 's bday @djjmytaco @mixmasterb @mcfloppyears (she Should DJ!) &amp; some dozen others",happy
juss came backk from Berkeleyy ; omg its madd fun out there  havent been out there in a minute . whassqoodd ?,happy
@shirkinerd thanks shir  I got caught with the commission once but now I get amazon.com gift certificates and they don't take one if I do,neutral
@Siouxsinner yeah... kind of rude... but thats her business i guess   we just appreciate you and Jodi sharing   thanks again!,neutral
@LironD keep dreamin'!!!! Though.... if she does.... hook me up  LOL,surprise
"can't wait to see 'Transformers 2'.. C'me on, Shia! Yippiee!",happy
just woke up from a 16-hour sleep. happy mother's day!,happy
@CarnivoSpouse We Agree!! You guy rock,happy
Baking cakes with my Momma! ),neutral
"ugh my head, when will all the headaches stop. anyways, i love my life right now, i couldn't ask for anything more. i love being happy",happy
"Sleeeep. Good day, nice night, comfy bed.",happy
losing weight  check the pic,neutral
@ankita_gaba haha I think we should let the topic drop now. a quick poll would settle the matter if you don't believe me,happy
@Delta224 Yes. I also use my desktop's mouse and ketboard as if ot was just a second monitor   http://twitpic.com/4wlpf,neutral
AHHHH my keyboards getting worse :/ my BDAY's in 1 more day,angry
Heading to XS with Nadia!! Yeee!,happy
@mariromani http://offf09.media140.com/?p=131  then you must have been there when these four guys sat in the rain!,neutral
started her new job today! aaand so stoked for may long..  and billy is awesome.,happy
still eatin lunch.....n readin comments about last nite....da best comment i receive was &quot;You really brought Anne to life!&quot;,surprise
@SammyClaire a whole season behind the US now,neutral
home! i dont know what im doing tmrw besides the whole mommys day thing. but then what? feeling awesome  NIGHT YOU GUYS,happy
"@MistahFAB Peace Bro, thanks for not just the music, but proudly representing as a father all over - Happy Mother's Day",happy
I fucking love Alexander William Gaskarth,sad
@jameswhitaker Umm most def  We should have a fun Houston day together and then hopefully it'll turn into a Houston night... hehe,happy
@moonfrye HAPPY MOTHER'S DAY!! You're my fave celeb to follow,happy
I just received a mothers day card from my lovely daughter wishing my a happy mothers day  http://tr.im/kWK9,happy
Just joined Twitter hehe,happy
@whatyoudeserve hahaha. do it  you'll have a blast.,neutral
Going downstairs for more coffee and socialising  Wow... Only 4:16?.. Gives me time for French later,surprise
"@NikkiBenz The Hulk, great movie  You might recognize Toronto's Younge Street in some of the fight scenes.",happy
"@rjramos yeh take ur time, no pressure   how did u learn to twirl around the knifes and stuff?",surprise
@heidimontag I'm pretty sure that was like 100 exclamation marks,neutral
Chick at coles hit on me. Haha Ran into cousin,neutral
@PlayForKeeps I made my parents add u guys on the family myspace...they were impressed by the song.,happy
@JoesGaGirl Here I'm staying up with you and you're not talking to me.   hehe,surprise
@RetroRewind I know its a Block Party but would love to hear a DH original if you get a chance,neutral
Just got Back from the Gym Wanna chat with some new people  Lets talk! haha,happy
@billbergstrom Looks like a great time!  Happy Birthday to the bd girl,happy
Yay my friend Glen is here. Now i'm like this,happy
is starting to love twitter!!! Facebook-detox diet is working great,happy
Wishing all the mommies a happy mother's day,happy
"@metaphoricxeyes You sure have a good voice, better than mine; you should definitely put up a new video. I bet you got better since then!",neutral
"playing guitar hero, waiting for Abby to text me after prom",happy
i'm only updating this so that brett's phone beeps  but really.. looking at wedding stuff. again.for the next five months.,neutral
@mrskutcher I agree... And child labour laws are so old and out dated.,surprise
"Surely you have guessed, the Arbiter is no other than Judith.",angry
6moredays.6moredays. yay.yay. taken is nearly finished  better be good,happy
@suzyqbee He says he feels mama tucking him in at night  He's lonely but getting by. Tomorrow will be tough!,sad
"@brianwierman ... Yay! I can give you a lesson tomorrow, at Church.",neutral
and it is raining in Denver. of COURSE it is,angry
"whats new with xtine? Got my hair done today  ,waiting for jerry,work at noon tomorrow,currently reading &quot;he's just not that into you&quot;",neutral
"@JoesGaGirl You'd have him sweating and shaking, baby.",happy
had a nice mother's day with mum. she liked her presents. wondering if i'll ever see some one again. talking to sisa.,happy
editing and watching movies tonight,neutral
"@aileen2u2 and yep, you've converted me to Blip.  Been great to hear a lot of others suggestions - some pretty great stuff!",happy
The stress of recital is gone!!  It went so well  And Star Trek is my new favorite movie!!! I wish I was in space =/,happy
my 6th wedding anniversary today... so lucky to have such a gorgeous wife,happy
back home in palmdale. in bed with my mommy,happy
totally just got hit on by one of her bar guests! Ha ha...Yay me!,happy
"Huge test at the parents' house. The food is so good, but stuck to one helping, no seconds. Feels good.",happy
"has gone through about 6 tea bags , call me obbsessed , i say thirsty",happy
@TsunamiWavin Lol  i know,happy
says Happy Mother's Day!  http://plurk.com/p/sutar,happy
"@SevFletcher exercise is what u make of it. Walk, run, bike, blade, skate, surf, JUST DO IT  feels gooooooood",happy
"@cara_rosaen i LOVE your new bracelets!! im a very proud sista...you rock, girly",happy
"To all the gorgeous moms out there, Happy Mom's Daaay!",happy
@mOi_UAE wth! .. 9_9 hello you,happy
@kidthings yeah it does...i had fun today...i regret not taking that cup now...it was awesome...i must find one just like it now,happy
Funtime was not a lot of fun!! But finally done with it,happy
"@Lozingsleep Damn, that charming skater look is kind of....HOT! A hot mess  Catherine pls don't hate me for hitting on your friends. tnx",sad
Ocean sounds cd,happy
"#PhpEd 5.6 running successfuly via #wine , now to get EMS running",happy
"@ChicagoGirl Gotcha.  My place is Atlantic side.  Better for surfing   Plus I like to be close to the crazy foreign restaurants. Mmm, FL.",happy
"@clarexsaula Hey, sorry I got off last night!",neutral
@urbanlifepoetry haha. thanks for listening to me rant on and on about nothing!  have a good NIGHT?,happy
Is thinking about enrolling at the School of Fashion and  Arts (SoFA) or Style Studio in Makati. Kikayness eto!,neutral
"@xxcharrrs aw anytime, boo. I realized that all I need to have some fun are you guys.  We should change our pics to the poofy hair ones!",happy
@megan_ward i am,neutral
HAHA! Follow john mayer..he's a pretty funny guy  I want to move to L.A .... it's so much more fun!,happy
@Karen230683 waaa you too,neutral
iPhone SDK &amp; I are going to become friends today. Even if it kills me,neutral
@Karen230683 @amysav83 remember and drink plenty of fluids! and no buwieser dose not count!,angry
forgot she had a Twitter account.    Happy Mother's Day!,surprise
I am now Vice President of Social and Cultural Affairs at Southwestern College,happy
"Calling all mothers, calling all mothers...get your butts to bed - the kids'll be here tomorrow",surprise
Constructivist learning theory - anybody? Oh wait..... there's always wikipedia right?!,surprise
yay new computer to fiddle about with,happy
"@illegalvenez Mmm, comfort junk food. That sounds good. I always preferred Wingstop",happy
"@melbritt_xo hey hey, ur following me  ur gna relise that i tweet ALOT!! haha more than a normal person wud but im not normal",surprise
@souljaboytellem gimme some ! i wanna try it   (Soulja Boy Tell 'Em LIVE live &gt; http://ustre.am/2UhS),happy
@TheDigitalEric I'll believe it when I see it,neutral
"http://twitter.com/cruisemaniac/statuses/1752876129 &quot;@Shadez requires python...  but yeah, as i tweeted yesterday, dont install 1.9.4. ...",neutral
"@Steven_Morales I like you. I mean as a random person, because I obviously don't know you. but. we think alike",happy
Happy Mothers Day,happy
@rivahratt I did the late thing last night. Curiosity overload.,neutral
Yesssssssssss! A rocket to the moon is  going on warped!,happy
"@RM16JB haha, yeahh. im still following u tho,",happy
@touringtenting I don't mind him not paying rent. I'm just over the moon at the idea of him moving out at least 12 years early,happy
"has anyone else seen this? the @twitter DM notification email says &quot;reply on we web.&quot; i am all for cool accents, but it's weird online",angry
92.7 is turning it right about now.,neutral
@LucasPace Wow! I am impressed Pastor Lucas! Great work!!!,surprise
@Mr_PaulEvans heyyyyy boo,neutral
What's up yall! I made it an early night!  I think ima bout to take a shower and chill witcha! Did I miss anything?,surprise
@RedRosePetals  God bless that oh-so-sexy rahul picture,happy
@MarcScott LOL. me too..werd...:p...hubby's fave driver is Martin so I am happy for him and me!!!,surprise
@_AlexaJordan sigh. come to Sac please. it is the Miami of the central valley.,angry
@mileycyrus HI!  I'm Eunice Kyna! I'm a HUGE fan of yours! Can't wait for your next album! ;),happy
@kootoyoo Thank you Kirst - your posts on running inspired me,happy
@brendanvalencia where and when is your next show? or upcoming ones? i really want to see you guys,happy
that's enough! I'll do nothing for 2 hours.,angry
@JonathanRKnight you're so gorgeous!!,surprise
@babygirlparis all ur pic it's so nice  look so cute..oh!!,happy
"@caitlinhllywd love you tooooo  Duuude,i need to make myself a shirt that says something cool! what should it say?",neutral
@ztnewetnorb haha me either but like ive always loved hilary  shes the girl id turn gay for  haha,happy
@KielysWorld you are such a great person.,happy
"@RisaRM do you like the rain, too?  I love rainstorms and fresh wind.  Nature is amazing",neutral
Checkin out what new on Twitter,neutral
@vampire_peter let's smoke and watched dazed and confused. that's a perfect pizza movie too,happy
mum's day - ended up being happy  not that it's my day or anything....,happy
@kaitgoesrawr26 just got them- about to read &amp; reply,neutral
ready for a day full of His presence  i'm expecting the best!,happy
"@ThaBoyOPhicial  Good eatin.   Hey, follow my son @P33ZY.  He's on now",happy
"@jannarden my dead father had a velvet Elvis painting. He said I would get it when he corpsed. I said, &quot;Don't threaten me, old man!&quot;",neutral
@PostmodernMacro Younger then mine. So no problems here.,neutral
@steve_berra happy birthday!,happy
happy  made 23 necklaces in 24 hours lol Happy Mother's Day to all the Mother's out there,happy
@vansunder is making me hot chocolate with almond milk.  Mother Day festivities is starting early!,happy
"@Kevin_Ross if you look at the js code in facebook you will notice a few js functions...nahh just kidding, a buddy told me",happy
@souljaboytellem will u say shoutout to NIKKI!!! please   (Soulja Boy Tell 'Em LIVE live &gt; http://ustre.am/2UhS),happy
? ALREADY FINISHED CHATTING . HAHA ..  ?,happy
"Phone with Kayla, Johnathan, and Cisco!  Woo!",neutral
@moonfrye i would think ANYTHING that the kids had a hand in helping with would be EXTRA special!,happy
"@SpoiledMommy thanks  it was one of those goofy in the bathroom self taken dorky shot, ha ha. Hope you have a wonderful mommies day!",happy
I'm the proud aunt of baby Afrikaah Itzel 7.9 lbs 20.2 in,happy
@mrskutcher Happy Mother's Day! I hope you have an awesome day...and a good rest of the night,happy
"I'm uploading some videos to youtube, will give link once I get more loaded. Variety from my daily life, not amazing but fun to watch",neutral
Officially Mother Day here HAPPY Mother Day to all the MOMS,happy
@Corrina2008 your bitches miss you!!!!,happy
happy mother's day,happy
After 42 hours of not sleeping it is time for bed. Alaska-so far so good,happy
Happy Mothers Day!!,happy
@CaMabigail Yes ma'am lol. I'll switch to my inspirational side,neutral
@patgiblin blah blah blah.... just kidding dude  i've never had anyone offer up their stem cells before haha!,neutral
awesomeness....she comes my way...lol..dun dun dun!,happy
"just missing you&amp;hoping to talk to you soon..I'm so happy you're mine again, though  You have no idea..&lt;3",happy
"cant contain myself, tooooooo excited",happy
@michaelBchevre and all chevre: please follow me at @elishevabalas for chevre only   I'm using @eliseven for public tweeting!  Thanks!,happy
I am excited to be home  finally a week and a weekend with people i know,happy
@PetesterZ @riceagain: They R sending TW business ppl 2 the mainland 2 return the favor - Re: Chinese police representatives in TW,neutral
so bryan was at the sweet 15 and i didnt think we were gonna talk but towards the end of the night we talked,happy
im talking about twitter some more,neutral
@nice_argie Yes I am,happy
@ninjapants i see you there,neutral
"It's great to be home! Temp is chill, cat is great and I feel awesome",angry
I ... think ... I read 'strawberries'  its hard to have a fav char in your comics: I like bad rabbit and the 'stud' chic - sent to kid,neutral
@officialTila Thanks for the interview mama!  Enjoy your night,happy
"Traveling faster than light might actually be possible. (space.com http://bit.ly/7Ex4J ) yeah, enterprise we'r comin'",happy
@09Casper oooooo. i like that too! anywhere near mommy is good for me.,happy
Eminem's new song &quot;Beautiful&quot; is amazing!. Listen to the MAGIC right NOW!!  http://www.myspace.com/steve005,surprise
@bicegirl555 thanks!!,happy
@rjramos very cool,happy
Happy Mother's Day! It's gonna be an awesome and blessed day! Getting ready for bed... for a beautiful and sunny Sunday...,happy
@elf_princess69 hehehe! Barry Killer! U need a pic,sad
watching my favorite tv shows on HULU.com for free,happy
@DarryleP LOL! I do splurge on chocolate now and then.  And I plan on splurging a little tomorrow!,happy
@awesomerthanyou Memphis and RCW both have all new songs.  should be good.,happy
Wondering if I shouldn't be gettin to bed about now...,angry
"@MrHyrne no juice here, I didntb even let him use my computer.",neutral
Went to mikey's cousin's wedding. His mom caught the bouquet.,happy
went OUT 4 a meet up &amp; MAY B hangin &amp; or hittin a club or bar   IF the car holds up LOL :-P,happy
@alyxandracouch what was itt!?,surprise
"@MikeTattoos LOL...oh, man, can I un-twit something? haha! I mean my lean mean fighting machine. I sooo can't believe you called me out!",happy
"ahhh twitter, I havent seen you all day",angry
@JennyBax I'm with ya on that one girl!,angry
@Zoexander Very very very very cool.  http://www.inbflat.net/ More details? How it was made? Please tell,surprise
@theamazon111 Plenty of good trivia on wikihow. Just trying to help  hope u got to sleep by now.,angry
@loa_ricardo road movies indies rule  haha,happy
@iLoveDarkEdward    Go get 'em!  lol,neutral
At the Spoke Club - fell in love with Tom Arnold all over again (not Rosie's ex definitely different)... Lucky moi,happy
yellow for @meowkitty  ? http://blip.fm/~5z05g,neutral
@bradiewebbstack hahaha my uncle does that coz my aunty is a whore who left her kids,surprise
@WTFOSO   I'm not leaving yet!,surprise
@chore4n yeah... WE STILL NEEDA HANG OUT! Lol. I's glad you had a super time at the show,angry
@Yosid ?? ??? ???!,neutral
finally got a twitter  follow me tweets &lt;3,happy
Shower time,neutral
@JJRogue I have an interview on tuesday so things are turning around I think!! yay! so dont worry!  And Japsicans are a rare breed. ;),happy
@steve_berra happy bday stevie bee...and if u want followers u have to get a little more tweety  may babies r the best! i'm the 12th,happy
Thanks @TheCampain for shoutin out my mom today  She also says thanks!,happy
OK - so I can't sleep...  Twitter it is,angry
Happy Mothers Day Mum,happy
@shawtysoDOPE who can do it like we? Noboddddyyyy,angry
happy mamas day to all the baby mamas... and the baby mamas mamas,happy
"Watching the best movie ever: The NeverEnding Story!  I wish my babbby was with me, though.",happy
